shicks5w|zayn5nWxRmitte%|65:ee:e0:7a:dc:ff|193.141.180.169|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
bnguyen5x|zayNWmnkvq1c7mitte%|29:3e:cf:f8:db:6a|20.177.233.154|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
vharris5y|zaylEVVw7Ay0aNmitte%|d4:e9:43:73:d4:de|146.93.224.226|1,121,3,6,15,119,252|
rreid5z|zay4zNyUJmitte%|29:ac:00:22:56:1e|11.51.213.2|1,121,3,6,15,119,252|
jjones60|zaynkxPdjw6fwmitte%|08:a3:67:e8:ed:e8|174.36.63.41|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
kcarter61|zayW3Qe9BD3Xmitte%|3f:97:ad:89:17:52|109.54.93.163|1,3,6,15,119,252|
jcollins62|zayNQAui8mitte%|0e:51:4c:80:71:5f|134.71.248.169|1,121,3,6,15,119,252|
sjohnson63|zay535yZBjmitte%|14:d5:4d:b1:4b:1c|47.81.161.96|1,121,3,6,15,119,252|
dperry64|zayXhGGhu72Zmitte%|24:4b:ba:1e:0f:12|62.25.180.50|1,121,3,6,15,119,252|
plynch65|zaysvuIL6Dmitte%|96:ea:82:fd:32:ef|221.177.123.130|1,3,6,15,31,33,43,44,46,47,121,249,252|MSFT 5.0
afisher66|zaytKCTDc8Hpmitte%|cb:71:43:53:9d:2b|242.249.245.197|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
wweaver67|zay2cPP5TGrmitte%|70:a7:0b:08:fa:71|210.164.87.167|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
kjacobs68|zaycjZaJDgRz1Uhmitte%|05:81:0c:ff:e0:5a|32.216.243.145||
cdean69|zayEEB1m5QoMCumitte%|79:ce:58:cc:4e:b1|61.68.125.212|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
agriffin6a|zayGeOoYD8Tlpmitte%|59:96:05:16:7a:79|4.78.211.93|1,121,3,6,15,119,252,95,44,46|
dfoster6b|zayd9FoeGmmitte%|fc:94:58:2b:22:35|92.182.177.189||
polson6c|zay3f7c4Mmitte%|04:25:61:1a:7d:ef|221.231.33.238|1,121,3,6,15,119,252|
bhamilton6d|zayQBvYWmEBomitte%|9d:c5:b5:f3:31:b2|87.102.159.225|58,59,6,15,51,54,1,3|
twalker6e|zayXjfK6Tmitte%|ba:b6:5a:fc:0c:85|105.155.232.254|1,3,6,15,119,252|
rberry6f|zayrj6mQCmitte%|68:bf:a2:50:4b:70|239.204.123.191|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
hjohnson6g|zay7MUqzzmnMmitte%|7b:19:ef:64:e8:fd|189.247.233.135|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
dgibson6h|zayzBAqVlpxwmitte%|25:42:d3:f1:ea:f8|40.75.236.43||
jward6i|zaykLKxRONmitte%|4b:55:3c:e9:54:f8|114.32.199.148|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
hhenderson6j|zayhcRIOB1nGtmitte%|48:c2:80:57:5a:fb|156.101.107.117|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
tortiz6k|zays0nlugbKgNAmitte%|f3:0f:40:43:19:c0|32.228.19.128|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
brichards6l|zaycoA5beXwrCmitte%|0a:b3:20:83:0b:66|104.205.69.20|1,3,6,15,119,252|
eblack6m|zayQ01C2Izmitte%|ef:ef:11:03:9a:b1|184.80.44.112|1,3,6,15,119,95,252,44,46|
mlawson6n|zayPUSNnjfUU5mitte%|5f:4e:92:05:94:70|137.84.108.16||
aking6o|zayHJU5DuHfRhmitte%|3e:b8:b5:d1:6d:91|60.223.162.77|1,3,6,15,119,95,252,44,46|
jflores6p|zaymz45tuLmitte%|36:ff:5a:9f:93:75|17.207.177.84|1,33,3,6,15,28,51,58,59|dhcpcd-5.2.10
agrant6q|zaytaCekMz8mitte%|69:a0:de:df:1e:f7|0.29.86.72|1,33,3,6,15,28,51,58,59|dhcpcd-5.2.10:Linux-3.0.8-1133914:armv7l:Espresso
jmccoy6r|zayd9g2GJ7mitte%|de:30:43:18:05:f1|71.196.50.99|1,3,6,15,119,252|
pmyers6s|zaye2Ye1tMmitte%|65:3e:cb:dc:6a:62|28.126.217.4|1,3,6,15,119,252|
cstevens6t|zay8Ljdyjd2cR6mitte%|9b:05:d0:ba:25:63|57.46.81.135||
whayes6u|zayjdTo1OSCGmitte%|3c:7a:97:f9:c4:20|189.218.176.50|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
mscott6v|zayw1RN9cKumitte%|30:98:e7:c2:fd:2f|34.248.61.165|1,3,6,15,119,252|
sharrison6w|zay0CXow1fmitte%|c0:36:48:ac:97:84|27.219.178.218||
loliver6x|zayKQT3nYBDBmitte%|87:a6:30:7a:d1:73|205.226.164.244||
twillis6y|zay7JjgSZk04AKQmitte%|4c:b1:b0:99:1d:9a|41.118.171.249|1,121,3,6,15,119,252,95,44,46|
npowell6z|zay2OfEKrY5xknmitte%|59:34:8b:00:a6:31|95.35.191.22|1,121,3,6,15,119,252|
bcook70|zayoINYJEHWGEmitte%|8c:1d:fb:74:4d:e7|115.134.241.5|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
rreynolds71|zayMgS4XPmitte%|72:18:9c:41:a9:4b|165.51.178.10|1,3,6,15,119,95,252,44,46|
sboyd72|zayA6JK2Jlmitte%|43:aa:7f:79:3a:a9|244.19.151.145||
grice73|zayHgZuzCjPmitte%|0b:96:5d:11:89:6a|179.24.139.218||
tlewis74|zayjYUvgw7aJ5mitte%|a3:a5:d5:cc:e2:25|175.209.130.141|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
ahawkins75|zayRKPO6Nmitte%|ca:1e:0b:b6:7e:86|70.24.146.173|1,33,3,6,15,28,51,58,59|dhcpcd-5.2.10
jhunt76|zayr9Ub8aMmitte%|42:69:4f:ab:68:77|144.57.161.141|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
thawkins77|zayRVHwx3Somitte%|67:ce:56:83:d8:41|230.34.93.152|1,3,6,15,119,252|
lgonzalez78|zayxZJ4bM4Y5vQmitte%|64:08:df:12:6b:8f|53.117.35.85|1,121,3,6,15,119,252|
hford79|zayi2D3724sSmitte%|49:03:01:39:b5:e2|140.143.21.221|1,121,3,6,15,119,252|
rhernandez7a|zaygxVV1Tmitte%|a3:d6:24:d1:54:0a|213.26.172.164|1,3,6,15,119,252|
agrant7b|zayFkt5Aq1JRmitte%|7c:53:2d:79:89:91|100.62.254.117|1,121,3,6,15,119,252|
srose7c|zayyKbjl3mitte%|bd:30:17:92:0a:dd|87.231.134.147|1,3,6,15,119,252|
lowens7d|zayAJD21GkQuCmitte%|52:3f:42:bc:0d:a3|247.231.10.237||
jdixon7e|zayiwQR8ADcmitte%|48:df:47:0d:91:d2|41.253.55.3|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
dramirez7f|zayqzmMm9YPmitte%|70:2d:76:f4:57:28|44.68.71.72|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
jking7g|zayoKplrvOFFWCzmitte%|f9:ba:5f:d2:9c:1b|43.206.196.137|1,3,6,15,119,252|
madams7h|zay9glhbfD3mitte%|80:1e:fc:df:ea:24|227.194.47.23|1,3,6,15,119,252|
sbryant7i|zay6GQsN4IIW5mitte%|b9:69:aa:3f:b4:e2|2.104.33.84|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
hharper7j|zayWJ4LzPmitte%|8c:3a:ef:73:b1:f7|24.174.43.247|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
dgreene7k|zayAUQS2RPmitte%|7a:d0:b6:d7:b2:8c|220.103.254.252|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
agriffin7l|zay3TpCh6S48shhmitte%|70:bf:d8:1b:75:2a|134.104.220.211||
gmarshall7m|zayWveZWlYPGl3mitte%|cc:4c:f4:7c:0c:9b|38.6.177.17|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
gperkins7n|zayvGrE2dhx7Imitte%|ec:ad:8e:46:30:56|118.63.32.191|1,121,3,6,15,119,252|
pnichols7o|zayzRdjP0aw0Pmitte%|cc:fa:2d:1f:f2:ae|19.120.41.26|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
ewebb7p|zaykTYCFKmitte%|56:c8:be:43:b3:26|226.102.163.182|1,121,3,6,15,119,252|
lvasquez7q|zayXjQi1mqjmitte%|9b:ee:0d:56:dd:7f|0.183.9.87|1,3,6,15,119,252|
panderson7r|zayTpfj7kUE0mitte%|9d:9f:13:9f:11:59|1.213.48.124|1,121,3,6,15,119,252|
efox7s|zayhCp2Pdmitte%|82:6f:2b:88:3a:0b|77.13.213.218|1,121,3,6,15,119,252|
jfrazier7t|zayPtRM1M0Wdmitte%|d8:4f:90:8e:16:ec|121.146.138.75|1,121,3,6,15,119,252|
rblack7u|zay1GNZDU7amitte%|ee:93:d9:29:51:fd|174.86.23.93|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
jhicks7v|zayJdRMZRomitte%|07:82:97:29:11:d0|138.147.217.59|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
sjacobs7w|zaySkVbO6jul46tmitte%|7e:92:90:be:40:2b|112.231.203.58|1,3,6,15,31,33,43,44,46,47,121,249,252|MSFT 5.0
dhoward7x|zayaEIzAXTZbmitte%|1c:2a:9b:6d:43:e9|127.179.144.123|1,3,6,15,119,95,252,44,46|
jrobinson7y|zayTJTlM77Yn34mitte%|b1:61:4f:6a:5c:96|128.154.167.34|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
acruz7z|zayWviybsHSBYSEmitte%|9f:20:82:1a:09:ef|194.103.138.17|1,121,3,6,15,119,252|
pwalker80|zaybbMdnImitte%|79:f5:b0:e0:2c:7c|189.218.164.11|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
bmccoy81|zayq3glkLYEmitte%|f9:3b:eb:67:10:ef|65.11.135.153|1,3,6,15,119,252|
rwagner82|zayH3W9MwQTELOmitte%|90:5c:c3:19:05:79|253.5.232.200|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
jbowman83|zayTKyLmAmitte%|da:4f:f4:b5:39:6c|43.84.98.169|1,3,6,15,119,252|
jdaniels84|zay0nDFonOGTomitte%|0f:8f:88:2e:5c:da|108.128.82.95|1,121,3,6,15,119,252|
hgrant85|zayImoYLedmitte%|b2:5d:5e:26:67:0e|238.152.29.59|1,121,3,6,15,119,252|
jcarpenter86|zayWAUkWqUsLelmitte%|02:4f:fd:2b:0f:10|0.55.22.61|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
landrews87|zaypi0bJ3Vmitte%|ab:cf:49:a1:2d:0c|164.196.68.141|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
hmeyer88|zayUgPlm6dBmitte%|5a:2f:f4:4b:a3:13|157.176.132.227|1,3,6,15,119,95,252,44,46|
cjones89|zayRhugE3bUPmitte%|61:0c:97:41:d6:26|73.234.237.210|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
jlawson8a|zayXPgw8A5mitte%|ea:5b:85:23:2a:c3|45.162.148.26|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
sboyd8b|zayScJORGjaXXjWmitte%|d3:96:59:11:6f:33|254.103.36.211|1,3,6,15,31,33,43,44,46,47,121,249,252|MSFT 5.0
staylor8c|zayGL0vLBKELQAmitte%|93:ed:bb:e9:e1:a2|109.16.244.242||
emoreno8d|zaytaC6kDxmYYmitte%|1e:ae:fc:17:27:fa|179.179.157.180|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
lchapman8e|zayOyH8orKemitte%|d4:f1:f0:07:6c:2c|213.85.111.77|1,121,3,6,15,119,252|
dcampbell8f|zayGBDo2Qmitte%|ce:cf:be:4a:81:68|236.2.76.81|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
ddixon8g|zayEDmekCUWx9vdmitte%|dd:29:58:d9:11:8c|168.208.72.210|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
scollins8h|zayfN83wAYqnITmitte%|2f:97:56:32:9c:df|188.44.239.74|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
lpowell8i|zay0PBZxeay9TFmitte%|e4:5e:4c:19:c9:fc|97.6.125.126|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
promero8j|zayvcn3tQmitte%|db:21:ad:b6:ae:63|130.240.181.122||
jmitchell8k|zayhW7WnY0Mutu2mitte%|45:c6:43:54:86:a6|194.232.46.193|1,3,6,15|
jarmstrong8l|zayk1fQYcEPQmitte%|13:39:23:b8:37:a3|239.27.14.69|1,3,6,15,119,95,252,44,46|
ghudson8m|zayZMzq8Mgnxmitte%|98:dc:d0:af:fd:be|73.208.117.93||
wlawson8n|zayG6h00q1Omitte%|f9:33:05:1a:ad:8b|228.37.10.132|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
dkelley8o|zayg3q6fwQloKmitte%|07:bb:ee:80:fb:33|223.20.127.195|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
ffisher8p|zayqn37Qxnmitte%|b4:ce:f9:8f:8f:2e|202.9.48.55|1,121,3,6,15,119,252|
mferguson8q|zayggCJ3SV1Wlmitte%|e2:74:a4:2a:18:e8|108.244.180.38|1,33,3,6,15,28,51,58,59|dhcpcd-5.2.10:Linux-3.0.21-perf:armv7l:QRD MSM8225 SKU5
dberry8r|zayqrTa2I4nzUmitte%|ff:d1:cc:ff:66:21|59.78.165.13|1,121,3,6,15,119,252,95,44,46|
anichols8s|zayBDkep79mitte%|e6:c3:62:62:28:56|38.188.218.249||
rstephens8t|zay9tOi55aAdymitte%|c9:21:6b:07:a3:55|42.233.20.212|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
jromero8u|zaypm5Bby8Tmitte%|b0:22:63:ec:5a:e1|166.66.192.177|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
iperkins8v|zay2bEL3YBjRmitte%|21:c8:ec:75:ec:a4|163.98.155.218|1,121,3,6,15,119,252|
fkim8w|zay0VrYEzSNmitte%|7f:8b:63:58:70:3c|12.36.66.5|1,3,6,15,119,252|
rharvey8x|zaynyG9xoRmitte%|4b:a0:d2:07:16:a1|139.129.54.31|1,15,3,6,44,46,47,31,33,121,249,43,0,176,112|MSFT 5.0
rchapman8y|zayDze6vdGWmitte%|c8:56:29:7e:4f:c6|131.9.31.103|1,33,3,6,15,28,51,58,59|dhcpcd-5.2.10
pharvey8z|zay3SAWEWDxaM37mitte%|2a:cd:06:cf:70:3d|59.36.238.210|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
emurray90|zayoP5YK28ppgmitte%|a2:c5:ea:15:65:0f|156.208.96.40|1,3,6,15,119,252|
hdean91|zaykvtic3eqeqmitte%|a3:be:46:d0:ae:9a|221.121.230.233|1,3,6,15,31,33,43,44,46,47,121,249,252|MSFT 5.0
mcarter92|zayXwEeT1mitte%|81:4a:db:1d:91:83|161.250.245.123|1,121,3,6,15,119,252|
nphillips93|zaywnvZR1FFrcmitte%|62:dc:80:5e:00:79|199.189.144.99|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
aevans94|zayWczzexUmitte%|ec:b5:0c:3f:9e:37|195.121.11.35||
pcollins95|zay4BvVrebOA4emitte%|94:a9:77:47:6d:ea|160.187.146.128|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
ckennedy96|zayMyRex3yumitte%|27:90:c3:bd:b1:31|247.36.17.154|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
hstanley97|zayoLA1ZoAmitte%|a6:b5:10:c4:a1:bd|243.9.239.46|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
dturner98|zayACR6cHbmitte%|e2:b7:bf:9b:af:e8|27.21.152.61|1,121,3,6,15,119,252|
dweaver99|zaydd49pkMi4wPmitte%|49:0d:93:e0:61:a0|113.106.49.137|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
achapman9a|zay5KONnOjCmitte%|75:17:b7:d1:b8:49|247.129.65.26|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
kfoster9b|zay0DgaD5YQLrr8mitte%|2f:7f:00:eb:dc:61|194.2.13.151|1,3,6,15,119,95,252,44,46|
kharris9c|zayxYWwGbzLamitte%|ca:4b:88:80:52:45|82.102.63.0|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
bgarrett9d|zaynzzGKiH8EzMGmitte%|94:98:21:0b:5f:0b|45.25.104.88||
scook9e|zayY8211TEoNmitte%|35:ac:73:45:b8:bd|1.41.183.215|1,121,3,6,15,119,252,95,44,46|
lrichardson9f|zayhm6bH3mitte%|ed:15:4a:4b:bd:70|1.173.243.131|1,3,6,15,26,28,51,58,59|android-dhcp-6.0
jcunningham9g|zayUlkBtUXJDqmitte%|12:24:ca:b1:ca:64|208.92.171.114||
jgreen9h|zayebLiw6mlmitte%|8e:42:50:24:e8:9e|167.223.178.254|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
mlewis9i|zayn7nxBpKmitte%|77:43:4b:f4:2f:1d|149.176.116.99|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
jscott9j|zayCG2EtfTw2mitte%|ad:7e:14:b2:b3:f7|55.158.109.254|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
mking9k|zayjP1Y3WC6gUmitte%|8f:eb:3d:6d:2c:bf|133.57.41.125|1,3,6,15,119,252|
jperez9l|zayzkbTXfdSXDOmitte%|28:59:9a:40:bb:b6|120.93.141.7|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
jjones9m|zayvulIwjmitte%|13:e9:d0:5b:08:3b|69.232.167.30|1,3,6,15,119,252|
ahenderson9n|zayY1fX2EgDamitte%|b4:8b:a2:1d:44:40|40.73.192.92|1,3,6,15,28,54|
rcampbell9o|zayjhGmGzN5mitte%|ea:69:43:88:c8:5b|112.30.190.22|1,33,3,6,15,28,51,58,59|
dperez9p|zaykRIolc3mitte%|12:95:a5:c8:27:b2|11.243.207.48||
clawson9q|zayO1izSxyIN7amitte%|22:b2:75:1c:71:53|51.123.181.196|1,121,3,6,15,119,252|
dhamilton9r|zayNPKnzifUZmitte%|d3:05:14:93:eb:ad|238.241.207.17|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
dgarrett9s|zayHgEnjtmitte%|5e:66:da:9a:79:17|155.233.11.2|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
acastillo9t|zay0Hif1uDmitte%|78:48:3d:d4:be:38|5.235.235.23|1,3,6,15,119,252|
rryan9u|zaycMdP2Xmitte%|bf:15:b4:12:f9:95|91.81.203.24||
bgutierrez9v|zayLSodx1ug7mitte%|76:ec:52:1b:91:c9|229.122.72.44|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
tcarroll9w|zaywKt4wLgSmitte%|e7:ff:c1:e5:5f:f5|65.54.119.248|1,3,6,15,119,95,252,44,46,47|
nrussell9x|zaye9pvjjqbamitte%|0c:63:e1:c0:70:56|92.234.172.176|1,33,3,6,15,28,51,58,59|dhcpcd-5.2.10
jalexander9y|zayoeiRSgWmitte%|3c:6c:17:9c:2c:81|226.233.97.76|1,3,6,15,31,33,43,44,46,47,121,249,252|MSFT 5.0
gmitchell9z|zayaoAohz3uAmitte%|61:d8:74:2a:bf:43|33.157.137.220|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
bcolea0|zay2anyWumitte%|b5:03:80:ce:04:1c|194.235.187.225|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
mbowmana1|zaylw3E4NFmitte%|6f:08:dc:62:39:6e|8.80.186.166|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
mmitchella2|zayMoRC0NWFgMmitte%|54:4e:04:f1:c9:e8|165.83.11.55|1,121,3,6,15,119,252|
msimpsona3|zayBd9BcLYji1mitte%|bc:6e:3b:70:1e:6d|88.156.94.245||
dbishopa4|zaySLcXrhzYMmitte%|ae:24:b4:53:0d:85|17.185.151.134|1,33,3,6,15,26,28,51,58,59|
vrichardsa5|zayDdeumzmitte%|03:28:16:8a:4b:0b|35.94.76.190|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
rcarpentera6|zayabZuDfC30yxmitte%|46:fd:bb:03:71:1b|220.207.153.130|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
rreyesa7|zaytJMEzhhOmitte%|33:72:8d:3f:2c:9d|56.224.210.74|1,3,6,15,119,252|
fsnydera8|zayUeSBRDnMbmitte%|60:82:63:3e:57:ff|246.238.39.37|1,121,33,3,6,12,15,26,28,42,51,54,58,59,119|dhcpcd-6.9.4:Linux-4.2.5-1-ARCH:x86_64:AuthenticAMD
clittlea9|zay8fTZLLujZJmitte%|3b:7a:17:70:87:80|76.146.154.93|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
wdiazaa|zay5LxXu7a2Tl7mitte%|11:f8:5b:00:a2:81|149.235.151.246|1,121,3,6,15,119,252|
mfowlerab|zayZNXv8aM1cjymitte%|3f:44:42:40:56:39|61.206.191.188||
rsimpsonac|zay5CTkA37tQsgcmitte%|cb:d5:fa:e0:9e:40|121.192.58.71|1,3,6,15,119,95,252,44,46|
mharveyad|zayooyjjvjxLmitte%|f2:bc:f7:eb:f1:27|140.64.37.101|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
holiverae|zaySu9Hvemitte%|8f:d7:17:73:76:b6|158.227.47.135||
jschmidtaf|zay2eZ2LuiE8mitte%|d3:8a:42:79:02:d5|108.179.48.160|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
mblackag|zayXOUyRZSJamitte%|c6:b3:80:e4:2c:21|191.101.98.139|1,3,6,15,119,252|
jmatthewsah|zayW039EImDrldmitte%|80:29:c6:0f:f7:9a|136.75.137.191|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
wgrantai|zaybcRk4cYzzmitte%|62:a6:2a:d6:c4:66|129.50.194.242|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
aortizaj|zayKgtIIQqCQumitte%|da:ec:a3:84:cd:44|125.112.241.244|1,121,3,6,15,119,252|
bwoodak|zay7GCTGfHCmitte%|a7:45:a7:e0:4f:90|193.184.178.128|1,121,3,6,15,119,252|
jbaileyal|zayAtWffGqmitte%|1b:68:fd:ae:5c:57|183.70.39.2|1,3,6,15,119,252|
bfoxam|zayXkBptjuemitte%|84:fe:12:3b:6c:9d|151.171.50.53||
akiman|zayi94Pzzmitte%|aa:c3:be:b2:dd:1d|24.185.211.165|1,3,6,15,119,252|
acarpenterao|zayTtzuhxFk28mitte%|02:d6:b8:0e:b6:97|135.255.151.219|1,121,3,6,15,119,252|
emorrisonap|zayZoP4oUKI4mitte%|39:41:1f:24:bb:b8|254.178.52.90|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
pmilleraq|zayzc7ob2mitte%|bb:98:fa:ee:5f:e1|223.196.175.32|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
jlarsonar|zayCsKuITRgRD2Nmitte%|ae:e1:17:22:25:49|2.13.37.236|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
wcampbellas|zayve5J9IA6Vmitte%|3f:23:4c:3c:57:47|192.183.58.17|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
jberryat|zayHRtTW7YV3BOmitte%|6f:69:e9:82:a7:b4|208.75.184.120|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
agardnerau|zayjhfcd1Vb9oujmitte%|a9:11:a4:3d:24:cc|3.147.98.207|1,121,3,6,15,119,252|
wjenkinsav|zayKgi5554viBmitte%|1c:54:bc:4d:8b:a3|177.111.206.132||
tcollinsaw|zaycuAGtK8G0emitte%|83:d0:34:4b:34:df|242.134.191.142|1,121,3,6,15,119,252|
fjacobsax|zayQdmpMKNrFmitte%|f7:78:7f:8d:2c:75|253.34.216.17|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
asandersay|zaynOIhRcVYqGmitte%|5f:53:6e:1f:4d:46|171.19.225.178|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
cgonzalesaz|zayU7o7IKmitte%|0c:d2:ae:2c:6c:e5|72.162.253.63|1,121,3,6,15,119,252|
jbishopb0|zayKlOnDmqdDmitte%|fe:c7:e7:c4:a7:7d|183.154.204.162||
mmatthewsb1|zaytN8GFxYNfxymitte%|b3:96:69:65:6f:f2|67.18.170.17||
rparkerb2|zayzw557rYmitte%|5f:63:d5:66:00:e4|35.52.21.29||
pperezb3|zay5ApKeJmitte%|5a:2e:61:96:c6:07|181.13.229.205|1,15,3,6,44,46,47,31,33,121,249,252,43|
cwelchb4|zayMBt7Tj1Amitte%|15:95:34:5c:ab:e0|105.138.50.249||
glynchb5|zay8wpNI1Hdmitte%|0b:e3:ca:c1:eb:d3|147.78.39.32|1,121,3,6,15,119,252|
kgreenb6|zayEjoEwAagG8mitte%|f5:5a:cc:18:08:dd|48.183.164.216||
ncrawfordb7|zay9qYX0MrHgFtmitte%|f0:e2:01:13:f4:0c|102.253.63.114|58,59,6,15,51,54,1,3|
tfullerb8|zaygdPp2tn0Qn9mitte%|9f:b5:4b:a2:fe:7a|214.185.31.213|1,121,3,6,15,119,252|
fjordanb9|zay8X0ggtPmitte%|37:91:92:75:68:3a|111.141.184.106||
pcampbellba|zay8hSvkLmxmitte%|90:8d:61:a7:53:1a|102.244.41.201|1,33,3,6,15,28,51,58,59|dhcpcd-5.2.10:Linux-3.0.8-perf:armv7l:QCT MSM7x27a SURF
mgriffinbb|zayQHWRFH6rQOHsmitte%|1a:0d:69:ed:7d:2d|108.191.37.191|1,3,6,15,31,33,43,44,46,47,121,249,252|MSFT 5.0
lgordonbc|zay7MQC79IYWmitte%|bb:62:6a:3c:7c:83|147.119.231.26|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
jkimbd|zayW0fXzRGBHITmitte%|d0:39:12:60:80:b5|83.212.79.48|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
cmasonbe|zayUEeARYuPmitte%|3b:82:f7:e9:8a:3c|203.140.204.213|1,121,3,6,15,119,252|
jcollinsbf|zayiXJ0RvEL0Mmitte%|4e:19:47:61:35:fa|174.83.180.210||
lhartbg|zaynAzujGXyOT5Rmitte%|d1:a1:06:d4:24:b2|137.88.101.150||
pcarrollbh|zayIbHSfavwAmitte%|e6:6e:b2:77:44:4e|26.46.9.163|1,121,3,6,15,119,252|
asullivanbi|zayAJTYIimitte%|fb:e8:cf:e0:2f:16|220.183.208.232|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
ngibsonbj|zay9ZlGiWmitte%|0d:74:fe:9f:14:4b|84.2.72.182|1,3,6,15,119,252|
jvasquezbk|zaygDmp6HyLqWymitte%|31:b4:e0:14:05:5b|125.67.142.197|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
epricebl|zay4FdoVHbmitte%|ce:46:65:bf:9f:03|146.22.221.194|1,3,6,15,119,95,252,44,46|
jrosebm|zayiVYb8dmitte%|9b:8e:ba:ea:45:1f|157.135.115.67|1,121,3,6,15,119,252|
awilliamsbn|zaynLNzHvwmitte%|b2:ba:dd:98:d5:79|82.134.76.183|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
